FFID	Line	Point	Gps time(us)	UTC Date	UTC Time	Time Source	Latitude	Longitude	Comment
242	1.0	242.0	1333795941700766	2022-04-12	10:52:03.700766	GPS	59.13501633078002	9.632376010213333	
243	1.0	243.0	1333795947521443	2022-04-12	10:52:09.521443	GPS	59.1350026963925	9.63245555377584	
244	1.0	244.0	1333795952642114	2022-04-12	10:52:14.642114	GPS	59.13498792981001	9.632520719378315	
245	1.0	245.0	1333795960483930	2022-04-12	10:52:22.483930	GPS	59.1349920431583	9.632607479183319	
246	1.0	246.0	1333796002203024	2022-04-12	10:53:04.203024	GPS	59.1351786918667	9.632822800573301	
247	1.0	247.0	1333796008800222	2022-04-12	10:53:10.800222	GPS	59.135219834443305	9.6327471638917	
248	1.0	248.0	1333796014127119	2022-04-12	10:53:16.127119	GPS	59.13524984745998	9.63267680507998	
249	1.0	249.0	1333796019933520	2022-04-12	10:53:21.933520	GPS	59.13527927886668	9.632598164333299	
250	1.0	250.0	1333796024758543	2022-04-12	10:53:26.758543	GPS	59.13530525816749	9.6325365182125	
251	1.0	251.0	1333796029360604	2022-04-12	10:53:31.360604	GPS	59.13533052065813	9.632476462428889	
252	1.0	252.0	1333796035109863	2022-04-12	10:53:37.109863	GPS	59.135363049314996	9.632400352055	
253	1.0	253.0	1333796040977202	2022-04-12	10:53:42.977202	GPS	59.135391219343305	9.63231284197	
